SOC_Code,Occupation,OCC,Census_Occupation_Title,Group,Group_Name,OCC2010,OCC2010_Occupation_Title
51-6011.00,Laundry and Dry-Cleaning Workers,8300,Laundry and dry-cleaning workers,51,Production Occupations,8300,Laundry and Dry-Cleaning Workers
51-6021.00,"Pressers, Textile, Garment, and Related Materials",8310,"Pressers, textile, garment, and related materials",51,Production Occupations,8310,"Pressers, Textile, Garment, and Related Materials"
51-6031.00,Sewing Machine Operators,8320,Sewing machine operators,51,Production Occupations,8320,Sewing Machine Operators
51-6041.00,Shoe and Leather Workers and Repairers,8335,Shoe and leather workers,51,Production Occupations,8330,Shoe and Leather Workers and Repairers
51-6042.00,Shoe Machine Operators and Tenders,8335,Shoe and leather workers,51,Production Occupations,8330,Shoe and Leather Workers and Repairers
51-6051.00,"Sewers, Hand",8350,"Tailors, dressmakers, and sewers",51,Production Occupations,8350,"Tailors, Dressmakers, and Sewers"
51-6052.00,"Tailors, Dressmakers, and Custom Sewers",8350,"Tailors, dressmakers, and sewers",51,Production Occupations,8350,"Tailors, Dressmakers, and Sewers"
51-6061.00,Textile Bleaching and Dyeing Machine Operators and Tenders,8365,"Textile machine setters, operators, and tenders",51,Production Occupations,8360,Textile Bleaching and Dyeing Machine Operators and Tenders
51-6062.00,"Textile Cutting Machine Setters, Operators, and Tenders",8365,"Textile machine setters, operators, and tenders",51,Production Occupations,8400,"Textile Cutting Machine Setters, Operators, and Tenders"
51-6063.00,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders",8365,"Textile machine setters, operators, and tenders",51,Production Occupations,8410,"Textile Knitting and Weaving Machine Setters, Operators, and Tenders"
51-6064.00,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders",8365,"Textile machine setters, operators, and tenders",51,Production Occupations,8420,"Textile Winding, Twisting, and Drawing Out Machine Setters, Operators, and Tenders"
51-6091.00,"Extruding and Forming Machine Setters, Operators, and Tenders, Synthetic and Glass Fibers",8465,"Other textile, apparel, and furnishings workers",51,Production Occupations,8460,"Textile, Apparel, and Furnishings Workers, All Other"
51-6092.00,Fabric and Apparel Patternmakers,8465,"Other textile, apparel, and furnishings workers",51,Production Occupations,8460,"Textile, Apparel, and Furnishings Workers, All Other"
51-6093.00,Upholsterers,8450,Upholsterers,51,Production Occupations,8450,Upholsterers
51-7011.00,Cabinetmakers and Bench Carpenters,8500,Cabinetmakers and bench carpenters,51,Production Occupations,8500,Cabinetmakers and Bench Carpenters
51-7021.00,Furniture Finishers,8510,Furniture finishers,51,Production Occupations,8510,Furniture Finishers
51-7031.00,"Model Makers, Wood",8555,Other woodworkers,51,Production Occupations,8550,"Woodworkers, All Other"
51-7032.00,"Patternmakers, Wood",8555,Other woodworkers,51,Production Occupations,8550,"Woodworkers, All Other"
51-7041.00,"Sawing Machine Setters, Operators, and Tenders, Wood",8530,"Sawing machine setters, operators, and tenders, wood",51,Production Occupations,8530,"Sawing Machine Setters, Operators, and Tenders, Wood"
51-7042.00,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing",8540,"Woodworking machine setters, operators, and tenders, except sawing",51,Production Occupations,8540,"Woodworking Machine Setters, Operators, and Tenders, Except Sawing"
51-8011.00,Nuclear Power Reactor Operators,8600,"Power plant operators, distributors, and dispatchers",51,Production Occupations,8600,"Power Plant Operators, Distributors, and Dispatchers"
51-8012.00,Power Distributors and Dispatchers,8600,"Power plant operators, distributors, and dispatchers",51,Production Occupations,8600,"Power Plant Operators, Distributors, and Dispatchers"
51-8013.00,Power Plant Operators,8600,"Power plant operators, distributors, and dispatchers",51,Production Occupations,8600,"Power Plant Operators, Distributors, and Dispatchers"
51-8013.03,Biomass Plant Technicians,8600,"Power plant operators, distributors, and dispatchers",51,Production Occupations,8600,"Power Plant Operators, Distributors, and Dispatchers"
51-8013.04,Hydroelectric Plant Technicians,8600,"Power plant operators, distributors, and dispatchers",51,Production Occupations,8600,"Power Plant Operators, Distributors, and Dispatchers"
51-8021.00,Stationary Engineers and Boiler Operators,8610,Stationary engineers and boiler operators,51,Production Occupations,8610,Stationary Engineers and Boiler Operators
51-8031.00,Water and Wastewater Treatment Plant and System Operators,8620,Water and wastewater treatment plant and system operators,51,Production Occupations,8620,Water and Wastewater Treatment Plant and System Operators
51-8091.00,Chemical Plant and System Operators,8630,Miscellaneous plant and system operators,51,Production Occupations,8630,Miscellaneous Plant and System Operators
51-8092.00,Gas Plant Operators,8630,Miscellaneous plant and system operators,51,Production Occupations,8630,Miscellaneous Plant and System Operators
51-8093.00,"Petroleum Pump System Operators, Refinery Operators, and Gaugers",8630,Miscellaneous plant and system operators,51,Production Occupations,8630,Miscellaneous Plant and System Operators
51-8099.01,Biofuels Processing Technicians,8630,Miscellaneous plant and system operators,51,Production Occupations,8630,Miscellaneous Plant and System Operators
51-9011.00,Chemical Equipment Operators and Tenders,8640,"Chemical processing machine setters, operators, and tenders",51,Production Occupations,8640,"Chemical Processing Machine Setters, Operators, and Tenders"
51-9012.00,"Separating, Filtering, Clarifying, Precipitating, and Still Machine Setters, Operators, and Tenders",8640,"Chemical processing machine setters, operators, and tenders",51,Production Occupations,8640,"Chemical Processing Machine Setters, Operators, and Tenders"
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",8650,"Crushing, grinding, polishing, mixing, and blending workers",51,Production Occupations,8650,"Crushing, Grinding, Polishing, Mixing, and Blending Workers"
51-9022.00,"Grinding and Polishing Workers, Hand",8650,"Crushing, grinding, polishing, mixing, and blending workers",51,Production Occupations,8650,"Crushing, Grinding, Polishing, Mixing, and Blending Workers"
51-9023.00,"Mixing and Blending Machine Setters, Operators, and Tenders",8650,"Crushing, grinding, polishing, mixing, and blending workers",51,Production Occupations,8650,"Crushing, Grinding, Polishing, Mixing, and Blending Workers"
51-9031.00,"Cutters and Trimmers, Hand",8710,Cutting workers,51,Production Occupations,8710,Cutting Workers
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",8710,Cutting workers,51,Production Occupations,8710,Cutting Workers
51-9041.00,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders",8720,"Extruding, forming, pressing, and compacting machine setters, operators, and tenders",51,Production Occupations,8720,"Extruding, Forming, Pressing, and Compacting Machine Setters, Operators, and Tenders"
51-9051.00,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders",8730,"Furnace, kiln, oven, drier, and kettle operators and tenders",51,Production Occupations,8730,"Furnace, Kiln, Oven, Drier, and Kettle Operators and Tenders"
51-9061.00,"Inspectors, Testers, Sorters, Samplers, and Weighers",8740,"Inspectors, testers, sorters, samplers, and weighers",51,Production Occupations,8740,"Inspectors, Testers, Sorters, Samplers, and Weighers"
51-9071.00,Jewelers and Precious Stone and Metal Workers,8750,Jewelers and precious stone and metal workers,51,Production Occupations,8750,Jewelers and Precious Stone and Metal Workers
51-9071.06,Gem and Diamond Workers,8750,Jewelers and precious stone and metal workers,51,Production Occupations,8750,Jewelers and Precious Stone and Metal Workers
51-9081.00,Dental Laboratory Technicians,8760,Dental and ophthalmic laboratory technicians and medical appliance technicians,51,Production Occupations,8760,"Medical, Dental, and Ophthalmic Laboratory Technicians"
51-9082.00,Medical Appliance Technicians,8760,Dental and ophthalmic laboratory technicians and medical appliance technicians,51,Production Occupations,8760,"Medical, Dental, and Ophthalmic Laboratory Technicians"
51-9083.00,Ophthalmic Laboratory Technicians,8760,Dental and ophthalmic laboratory technicians and medical appliance technicians,51,Production Occupations,8760,"Medical, Dental, and Ophthalmic Laboratory Technicians"
51-9111.00,Packaging and Filling Machine Operators and Tenders,8800,Packaging and filling machine operators and tenders,51,Production Occupations,8800,Packaging and Filling Machine Operators and Tenders
51-9123.00,"Painting, Coating, and Decorating Workers",8810,Painting workers,51,Production Occupations,8810,Painting Workers
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",8810,Painting workers,51,Production Occupations,8810,Painting Workers
51-9141.00,Semiconductor Processing Technicians,8830,Photographic process workers and processing machine operators,51,Production Occupations,8830,Photographic Process Workers and Processing Machine Operators
51-9151.00,Photographic Process Workers and Processing Machine Operators,8830,Photographic process workers and processing machine operators,51,Production Occupations,8830,Photographic Process Workers and Processing Machine Operators
51-9161.00,Computer Numerically Controlled Tool Operators,7905,Computer numerically controlled tool operators and programmers,51,Production Occupations,7900,Computer Control Programmers and Operators
51-9162.00,Computer Numerically Controlled Tool Programmers,7905,Computer numerically controlled tool operators and programmers,51,Production Occupations,7900,Computer Control Programmers and Operators
51-9191.00,Adhesive Bonding Machine Operators and Tenders,8850,Adhesive bonding machine operators and tenders,51,Production Occupations,8850,Adhesive Bonding Machine Operators and Tenders
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",8865,Other production equipment operators and tenders,51,Production Occupations,8860,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,8865,Other production equipment operators and tenders,51,Production Occupations,8860,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders"
51-9194.00,Etchers and Engravers,8910,Etchers and engravers,51,Production Occupations,8910,Etchers and Engravers
51-9195.00,"Molders, Shapers, and Casters, Except Metal and Plastic",8920,"Molders, shapers, and casters, except metal and plastic",51,Production Occupations,8920,"Molders, Shapers, and Casters, Except Metal and Plastic"
51-9195.03,"Stone Cutters and Carvers, Manufacturing",8990,Other production workers,51,Production Occupations,8965,"Production Workers, All Other"
51-9195.04,"Glass Blowers, Molders, Benders, and Finishers",8990,Other production workers,51,Production Occupations,8965,"Production Workers, All Other"
51-9195.05,"Potters, Manufacturing",8990,Other production workers,51,Production Occupations,8965,"Production Workers, All Other"
51-9196.00,"Paper Goods Machine Setters, Operators, and Tenders",8930,"Paper goods machine setters, operators, and tenders",51,Production Occupations,8930,"Paper Goods Machine Setters, Operators, and Tenders"
51-9197.00,Tire Builders,8940,Tire builders,51,Production Occupations,8940,Tire Builders
51-9198.00,Helpers--Production Workers,8950,Helpers--production workers,51,Production Occupations,8950,Helpers--Production Workers
53-1041.00,Aircraft Cargo Handling Supervisors,9005,Supervisors of transportation and material moving workers,53,Transportation and Material Moving Occupations,9000,Supervisors of Transportation and Material Moving Workers
53-1042.00,"First-Line Supervisors of Helpers, Laborers, and Material Movers, Hand",9005,Supervisors of transportation and material moving workers,53,Transportation and Material Moving Occupations,9000,Supervisors of Transportation and Material Moving Workers
53-1042.01,Recycling Coordinators,9005,Supervisors of transportation and material moving workers,53,Transportation and Material Moving Occupations,9000,Supervisors of Transportation and Material Moving Workers
53-1043.00,First-Line Supervisors of Material-Moving Machine and Vehicle Operators,9005,Supervisors of transportation and material moving workers,53,Transportation and Material Moving Occupations,9000,Supervisors of Transportation and Material Moving Workers
53-2011.00,"Airline Pilots, Copilots, and Flight Engineers",9030,Aircraft pilots and flight engineers,53,Transportation and Material Moving Occupations,9030,Aircraft Pilots and Flight Engineers
53-2012.00,Commercial Pilots,9030,Aircraft pilots and flight engineers,53,Transportation and Material Moving Occupations,9030,Aircraft Pilots and Flight Engineers
53-2021.00,Air Traffic Controllers,9040,Air traffic controllers and airfield operations specialists,53,Transportation and Material Moving Occupations,9040,Air Traffic Controllers and Airfield Operations Specialists
53-2022.00,Airfield Operations Specialists,9040,Air traffic controllers and airfield operations specialists,53,Transportation and Material Moving Occupations,9040,Air Traffic Controllers and Airfield Operations Specialists
53-2031.00,Flight Attendants,9050,Flight attendants,53,Transportation and Material Moving Occupations,9050,Flight Attendants
53-3011.00,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians",9110,"Ambulance drivers and attendants, except emergency medical technicians",53,Transportation and Material Moving Occupations,9110,"Ambulance Drivers and Attendants, Except Emergency Medical Technicians"
53-3031.00,Driver/Sales Workers,9130,Driver/sales workers and truck drivers,53,Transportation and Material Moving Occupations,9130,Driver/Sales Workers and Truck Drivers
53-3032.00,Heavy and Tractor-Trailer Truck Drivers,9130,Driver/sales workers and truck drivers,53,Transportation and Material Moving Occupations,9130,Driver/Sales Workers and Truck Drivers
53-3033.00,Light Truck Drivers,9130,Driver/sales workers and truck drivers,53,Transportation and Material Moving Occupations,9130,Driver/Sales Workers and Truck Drivers
53-3051.00,"Bus Drivers, School",9121,"Bus drivers, school",53,Transportation and Material Moving Occupations,9120,Bus Drivers
53-3052.00,"Bus Drivers, Transit and Intercity",9122,"Bus drivers, transit and intercity",53,Transportation and Material Moving Occupations,9120,Bus Drivers
53-3053.00,Shuttle Drivers and Chauffeurs,9141,Shuttle drivers and chauffeurs,53,Transportation and Material Moving Occupations,9140,Taxi Drivers and Chauffeurs
53-4011.00,Locomotive Engineers,9210,Locomotive engineers and operators,53,Transportation and Material Moving Occupations,9200,Locomotive Engineers and Operators
53-4013.00,"Rail Yard Engineers, Dinkey Operators, and Hostlers",9210,Locomotive engineers and operators,53,Transportation and Material Moving Occupations,9200,Locomotive Engineers and Operators
53-4022.00,"Railroad Brake, Signal, and Switch Operators and Locomotive Firers",9210,Locomotive engineers and operators,53,Transportation and Material Moving Occupations,9200,Locomotive Engineers and Operators
53-4031.00,Railroad Conductors and Yardmasters,9240,Railroad conductors and yardmasters,53,Transportation and Material Moving Occupations,9240,Railroad Conductors and Yardmasters
53-4041.00,Subway and Streetcar Operators,9265,Other rail transportation workers,53,Transportation and Material Moving Occupations,9260,"Subway, Streetcar, and Other Rail Transportation Workers "
53-5011.00,Sailors and Marine Oilers,9300,Sailors and marine oilers,53,Transportation and Material Moving Occupations,9300,Sailors and Marine Oilers
53-5021.00,"Captains, Mates, and Pilots of Water Vessels",9310,Ship and boat captains and operators,53,Transportation and Material Moving Occupations,9310,Ship and Boat Captains and Operators
53-5022.00,Motorboat Operators,9310,Ship and boat captains and operators,53,Transportation and Material Moving Occupations,9310,Ship and Boat Captains and Operators
53-5031.00,Ship Engineers,9330,Ship engineers ,53,Transportation and Material Moving Occupations,9330,Ship Engineers
53-6011.00,Bridge and Lock Tenders,9430,Other transportation workers,53,Transportation and Material Moving Occupations,9420,Other Transportation Workers
53-6021.00,Parking Attendants,9350,Parking attendants,53,Transportation and Material Moving Occupations,9350,Parking Lot Attendants
53-6031.00,Automotive and Watercraft Service Attendants,9365,Transportation service attendants,53,Transportation and Material Moving Occupations,9360,Automotive and Watercraft Service Attendants
53-6041.00,Traffic Technicians,9430,Other transportation workers,53,Transportation and Material Moving Occupations,9420,Other Transportation Workers
53-6051.00,Transportation Inspectors,9410,Transportation inspectors,53,Transportation and Material Moving Occupations,9410,Transportation Inspectors
53-6051.01,Aviation Inspectors,9410,Transportation inspectors,53,Transportation and Material Moving Occupations,9410,Transportation Inspectors
53-6051.07,"Transportation Vehicle, Equipment and Systems Inspectors, Except Aviation",9410,Transportation inspectors,53,Transportation and Material Moving Occupations,9410,Transportation Inspectors
53-6061.00,Passenger Attendants,9415,Passenger attendants,53,Transportation and Material Moving Occupations,9415,"Transportation Attendants, except Flight Attendants"
53-7011.00,Conveyor Operators and Tenders,9570,"Conveyor, dredge, and hoist and winch operators",53,Transportation and Material Moving Occupations,9500,Conveyor Operators and Tenders
53-7021.00,Crane and Tower Operators,9510,Crane and tower operators,53,Transportation and Material Moving Occupations,9510,Crane and Tower Operators
53-7031.00,Dredge Operators,9570,"Conveyor, dredge, and hoist and winch operators",53,Transportation and Material Moving Occupations,9520,"Dredge, Excavating, and Loading Machine Operators"
53-7041.00,Hoist and Winch Operators,9570,"Conveyor, dredge, and hoist and winch operators",53,Transportation and Material Moving Occupations,9560,Hoist and Winch Operators
53-7051.00,Industrial Truck and Tractor Operators,9600,Industrial truck and tractor operators,53,Transportation and Material Moving Occupations,9600,Industrial Truck and Tractor Operators
53-7061.00,Cleaners of Vehicles and Equipment,9610,Cleaners of vehicles and equipment,53,Transportation and Material Moving Occupations,9610,Cleaners of Vehicles and Equipment
53-7062.00,"Laborers and Freight, Stock, and Material Movers, Hand",9620,"Laborers and freight, stock, and material movers, hand",53,Transportation and Material Moving Occupations,9620,"Laborers and Freight, Stock, and Material Movers, Hand"
53-7062.04,Recycling and Reclamation Workers,9620,"Laborers and freight, stock, and material movers, hand",53,Transportation and Material Moving Occupations,9620,"Laborers and Freight, Stock, and Material Movers, Hand"
53-7063.00,Machine Feeders and Offbearers,9630,Machine feeders and offbearers,53,Transportation and Material Moving Occupations,9630,Machine Feeders and Offbearers
53-7064.00,"Packers and Packagers, Hand",9640,"Packers and packagers, hand",53,Transportation and Material Moving Occupations,9640,"Packers and Packagers, Hand"
53-7065.00,Stockers and Order Fillers,9645,Stockers and order fillers,53,Transportation and Material Moving Occupations,5620,Stock Clerks and Order Fillers
53-7071.00,Gas Compressor and Gas Pumping Station Operators,9650,Pumping station operators,53,Transportation and Material Moving Occupations,9650,Pumping Station Operators
53-7072.00,"Pump Operators, Except Wellhead Pumpers",9650,Pumping station operators,53,Transportation and Material Moving Occupations,9650,Pumping Station Operators
53-7073.00,Wellhead Pumpers,9650,Pumping station operators,53,Transportation and Material Moving Occupations,9650,Pumping Station Operators
53-7081.00,Refuse and Recyclable Material Collectors,9720,Refuse and recyclable material collectors,53,Transportation and Material Moving Occupations,9720,Refuse and Recyclable Material Collectors
53-7121.00,"Tank Car, Truck, and Ship Loaders",9760,Other material moving workers,53,Transportation and Material Moving Occupations,9750,"Material Moving Workers, All Other"
